CUSTOMERNAME,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,QUANTITYORDERED,CITY,COUNTRY
Euro Shopping Channel,55.49,1942.15,1/31/2003 0:00,Shipped,Classic Cars,35,Madrid,Spain
Classic Legends Inc.,69.36,3259.92,04-04-03 0:00,Shipped,Classic Cars,47,NYC,USA
Muscle Machine Inc,60.69,1213.8,06-03-03 0:00,Shipped,Classic Cars,20,NYC,USA
Suominen Souveniers,54.33,1086.6,08-01-03 0:00,Shipped,Classic Cars,20,Espoo,Finland
"Australian Gift Network, Co",65.31,1632.75,9/25/2003 0:00,Shipped,Classic Cars,25,South Brisbane,Australia
"Dragon Souveniers, Ltd.",69.36,1734,10/22/2003 0:00,Shipped,Classic Cars,25,Singapore,Singapore
L'ordine Souveniers,68.78,1857.06,11-06-03 0:00,Shipped,Classic Cars,27,Reggio Emilia,Italy
"Iberia Gift Imports, Corp.",60.11,1863.41,11/14/2003 0:00,Shipped,Classic Cars,31,Sevilla,Spain
Mini Classics,66.47,2924.68,11/25/2003 0:00,Shipped,Classic Cars,44,White Plains,USA
Diecast Collectables,46.82,2294.18,12-09-03 0:00,Shipped,Classic Cars,49,Boston,USA
"Clover Collections, Co.",56.07,1457.82,02-12-04 0:00,Shipped,Classic Cars,26,Dublin,Ireland
"Blauer See Auto, Co.",54.33,1955.88,3/15/2004 0:00,Shipped,Classic Cars,36,Frankfurt,Germany
Euro Shopping Channel,52.6,2314.4,05-05-04 0:00,Shipped,Classic Cars,44,Madrid,Spain
Handji Gifts& Co,46.82,1310.96,6/15/2004 0:00,Shipped,Classic Cars,28,Singapore,Singapore
Mini Gifts Distributors Ltd.,64.74,2913.3,7/20/2004 0:00,Shipped,Classic Cars,45,San Rafael,USA
Mini Gifts Distributors Ltd.,46.82,1357.78,8/20/2004 0:00,Shipped,Classic Cars,29,San Rafael,USA
Land of Toys Inc.,53.75,2150,09-08-04 0:00,Shipped,Classic Cars,40,NYC,USA
Marta's Replicas Co.,61.85,2783.25,10/13/2004 0:00,Shipped,Classic Cars,45,Cambridge,USA
Heintze Collectables,53.18,2339.92,10/22/2004 0:00,Shipped,Classic Cars,44,Aaarhus,Denmark
Vitachrome Inc.,69.16,1729,11-05-04 0:00,Shipped,Classic Cars,25,NYC,USA
"La Corne D'abondance, Co.",100,5972.4,11/20/2004 0:00,Shipped,Classic Cars,45,Paris,France
Muscle Machine Inc,47.4,2275.2,12-01-04 0:00,Shipped,Classic Cars,48,NYC,USA
Euro Shopping Channel,60.76,2673.44,12-10-04 0:00,Shipped,Classic Cars,44,Madrid,Spain
Mini Gifts Distributors Ltd.,97.27,2431.75,1/23/2005 0:00,Shipped,Classic Cars,25,San Rafael,USA
Euro Shopping Channel,91.76,2018.72,2/22/2005 0:00,Shipped,Classic Cars,22,Madrid,Spain
Euro Shopping Channel,50.29,1558.99,3/15/2005 0:00,Shipped,Classic Cars,31,Madrid,Spain
Euro Shopping Channel,52.6,1104.6,05-03-05 0:00,Shipped,Classic Cars,21,Madrid,Spain
La Rochelle Gifts,46.82,2575.1,5/31/2005 0:00,In Process,Classic Cars,55,Nantes,France
Land of Toys Inc.,100,2845.75,2/24/2003 0:00,Shipped,Motorcycles,25,NYC,USA
"Australian Collectors, Co.",98.05,3431.75,4/29/2003 0:00,Shipped,Motorcycles,35,Melbourne,Australia
Lyon Souveniers,93.54,3273.9,07-01-03 0:00,Shipped,Motorcycles,35,Paris,France
Toys4GrownUps.com,95.8,4119.4,8/25/2003 0:00,Shipped,Motorcycles,43,Pasadena,USA
Corporate Gift Ideas Co.,100,5355.68,10-10-03 0:00,Shipped,Motorcycles,44,San Francisco,USA
Technics Stores Inc.,100,5747.5,10/28/2003 0:00,Shipped,Motorcycles,50,Burlingame,USA
Daedalus Designs Imports,100,5355.36,11-11-03 0:00,Shipped,Motorcycles,48,Lille,France
Herkku Gifts,100,2535.75,11/18/2003 0:00,Shipped,Motorcycles,25,Bergen,Norway
Mini Wheels Co.,100,4351.23,12-01-03 0:00,Shipped,Motorcycles,39,San Francisco,USA
Auto Canal Petit,90.16,2254,1/15/2004 0:00,Shipped,Motorcycles,25,Paris,France
"Australian Collectors, Co.",91.29,2921.28,2/20/2004 0:00,Shipped,Motorcycles,32,Melbourne,Australia
Vitachrome Inc.,100,2299,04-05-04 0:00,Shipped,Motorcycles,20,NYC,USA
Tekni Collectables Inc.,100,2637.18,5/18/2004 0:00,Shipped,Motorcycles,26,Newark,USA
Gift Depot Inc.,100,4307.52,6/28/2004 0:00,Shipped,Motorcycles,42,Bridgewater,USA
La Rochelle Gifts,100,2153.76,7/23/2004 0:00,Shipped,Motorcycles,21,Nantes,France
Marta's Replicas Co.,100,3716.88,8/27/2004 0:00,Shipped,Motorcycles,34,Cambridge,USA
"Toys of Finland, Co.",100,5455.76,9/30/2004 0:00,Shipped,Motorcycles,47,Helsinki,Finland
Baane Mini Imports,100,2650.62,10/15/2004 0:00,Shipped,Motorcycles,21,Stavern,Norway
Diecast Classics Inc.,100,6437.28,11-02-04 0:00,Shipped,Motorcycles,48,Allentown,USA
Land of Toys Inc.,87.78,2633.4,11/15/2004 0:00,Shipped,Motorcycles,30,NYC,USA
"Tokyo Collectables, Ltd",84.39,2278.53,11/23/2004 0:00,Shipped,Motorcycles,27,Minato-ku,Japan
Technics Stores Inc.,96.92,4846,01-05-05 0:00,Shipped,Motorcycles,50,Burlingame,USA
"Australian Gift Network, Co",100,4197.1,02-02-05 0:00,Shipped,Motorcycles,38,South Brisbane,Australia
Scandinavian Gift Ideas,100,4597.65,03-03-05 0:00,Shipped,Motorcycles,45,Boras,Sweden
"UK Collectables, Ltd.",100,5287.7,04-08-05 0:00,Shipped,Motorcycles,46,Liverpool,UK
Euro Shopping Channel,100,3550.05,5/13/2005 0:00,Disputed,Motorcycles,35,Madrid,Spain
"AV Stores, Co.",59.37,1721.73,3/18/2003 0:00,Shipped,Classic Cars,29,Manchester,UK
Atelier graphique,59.87,2993.5,5/20/2003 0:00,Shipped,Classic Cars,50,Nantes,France
Reims Collectables,49.81,1295.06,07-10-03 0:00,Shipped,Classic Cars,26,Reims,France
"Anna's Decorations, Ltd",56.85,2671.95,09-11-03 0:00,Shipped,Classic Cars,47,North Sydney,Australia
Heintze Collectables,53.33,1226.59,10/17/2003 0:00,Shipped,Classic Cars,23,Aaarhus,Denmark
Gift Depot Inc.,42.76,1453.84,11-05-03 0:00,Shipped,Classic Cars,34,Bridgewater,USA
Herkku Gifts,53.83,1830.22,11-12-03 0:00,Shipped,Classic Cars,34,Bergen,Norway
Online Diecast Creations Co.,53.83,2530.01,11/20/2003 0:00,Shipped,Classic Cars,47,Nashua,USA
Muscle Machine Inc,49.81,2241.45,12-02-03 0:00,Shipped,Classic Cars,45,NYC,USA
Euro Shopping Channel,53.33,2399.85,1/16/2004 0:00,Shipped,Classic Cars,45,Madrid,Spain
Collectable Mini Designs Co.,43.27,1557.72,2/26/2004 0:00,Shipped,Classic Cars,36,San Diego,USA
Mini Caravy,40.25,845.25,4/13/2004 0:00,Shipped,Classic Cars,21,Strasbourg,France
L'ordine Souveniers,48.3,1352.4,07-06-04 0:00,Shipped,Classic Cars,28,Reggio Emilia,Italy
Signal Gift Stores,45.28,1584.8,08-06-04 0:00,Shipped,Classic Cars,35,Las Vegas,USA
Handji Gifts& Co,52.32,2616,09-01-04 0:00,Shipped,Classic Cars,50,Singapore,Singapore
"Norway Gifts By Mail, Co.",51.32,1129.04,10-05-03 0:00,Shipped,Classic Cars,22,Oslo,Norway
Euro Shopping Channel,49.3,2218.5,10/16/2004 0:00,Shipped,Classic Cars,45,Madrid,Spain
FunGiftIdeas.com,42.26,2028.48,11-04-04 0:00,Shipped,Classic Cars,48,New Bedford,USA
"AV Stores, Co.",87.96,1759.2,11/17/2004 0:00,Shipped,Classic Cars,20,Manchester,UK
Reims Collectables,36.21,977.67,11/24/2004 0:00,Shipped,Classic Cars,27,Reims,France
Toys4GrownUps.com,38.5,1463,01-12-05 0:00,Resolved,Classic Cars,38,Pasadena,USA
Euro Shopping Channel,100,3970.56,02-10-05 0:00,Shipped,Classic Cars,32,Madrid,Spain
The Sharp Gifts Warehouse,40.25,2576,4/22/2005 0:00,On Hold,Classic Cars,64,San Jose,USA
Souveniers And Things Co.,60.37,2233.69,5/29/2005 0:00,In Process,Classic Cars,37,Chatswood,Australia
Rovelli Gifts,88.63,2481.64,2/17/2003 0:00,Shipped,Planes,28,Bergamo,Italy
"Australian Collectors, Co.",100,4651.53,4/29/2003 0:00,Shipped,Planes,39,Melbourne,Australia
Euro Shopping Channel,94.1,3858.1,6/27/2003 0:00,Shipped,Planes,41,Madrid,Spain
Toys4GrownUps.com,87.54,3501.6,8/25/2003 0:00,Shipped,Planes,40,Pasadena,USA
Technics Stores Inc.,100,6433.7,10/28/2003 0:00,Shipped,Planes,49,Burlingame,USA
Osaka Souveniers Co.,98.48,2658.96,01-12-04 0:00,Shipped,Planes,27,Osaka,Japan
"Australian Collectors, Co.",100,3608.76,2/20/2004 0:00,Shipped,Planes,34,Melbourne,Australia
"Royal Canadian Collectables, Ltd.",96.29,2214.67,04-02-04 0:00,Shipped,Planes,23,Tsawassen,Canada
The Sharp Gifts Warehouse,88.63,2747.53,05-11-04 0:00,Shipped,Planes,31,San Jose,USA
Euro Shopping Channel,97.38,3310.92,6/24/2004 0:00,Cancelled,Planes,34,Madrid,Spain
La Rochelle Gifts,95.2,2380,7/23/2004 0:00,Shipped,Planes,25,Nantes,France
"Norway Gifts By Mail, Co.",100,2310.88,8/21/2004 0:00,Shipped,Planes,22,Oslo,Norway
"Clover Collections, Co.",100,4061.76,9/16/2004 0:00,Shipped,Planes,32,Dublin,Ireland
Mini Classics,100,3493.7,10/15/2004 0:00,Shipped,Planes,31,White Plains,USA
giftsbymail.co.uk,100,2872.25,11-01-04 0:00,Shipped,Planes,25,Cowes,UK
Rovelli Gifts,87.54,4114.38,11-12-04 0:00,Shipped,Planes,47,Bergamo,Italy
"Tokyo Collectables, Ltd",50.65,1063.65,11/23/2004 0:00,Shipped,Planes,21,Minato-ku,Japan
Gift Ideas Corp.,71.73,2008.44,12-04-04 0:00,Shipped,Planes,28,Glendale,USA
"Australian Gift Network, Co",94.1,4328.6,02-02-05 0:00,Shipped,Planes,46,South Brisbane,Australia
Euro Shopping Channel,41.71,1376.43,03-01-05 0:00,Resolved,Planes,33,Madrid,Spain
Reims Collectables,100,5552.16,3/30/2005 0:00,Shipped,Planes,43,Reims,France
Tekni Collectables Inc.,96.29,3659.02,04-03-05 0:00,On Hold,Planes,38,Newark,USA
L'ordine Souveniers,88.63,4165.61,05-10-05 0:00,Shipped,Planes,47,Reggio Emilia,Italy
"Blauer See Auto, Co.",31.2,1404,01-09-03 0:00,Shipped,Vintage Cars,45,Frankfurt,Germany
"AV Stores, Co.",35.51,710.2,3/18/2003 0:00,Shipped,Vintage Cars,20,Manchester,UK
Signal Gift Stores,37.84,1702.8,5/21/2003 0:00,Shipped,Vintage Cars,45,Las Vegas,USA
Signal Collectibles Ltd.,33.19,1194.84,09-12-03 0:00,Shipped,Vintage Cars,36,Brisbane,USA
Corporate Gift Ideas Co.,27.22,1007.14,10/18/2003 0:00,Shipped,Vintage Cars,37,San Francisco,USA
Rovelli Gifts,31.53,977.43,11-05-03 0:00,Shipped,Vintage Cars,31,Bergamo,Italy
Mini Gifts Distributors Ltd.,36.84,1436.76,11-12-03 0:00,Shipped,Vintage Cars,39,San Rafael,USA
"Australian Collectables, Ltd",29.21,759.46,11/21/2003 0:00,Shipped,Vintage Cars,26,Glen Waverly,Australia
Euro Shopping Channel,37.17,1189.44,12-03-03 0:00,Shipped,Vintage Cars,32,Madrid,Spain
"Corrida Auto Replicas, Ltd",34.19,683.8,1/26/2004 0:00,Shipped,Vintage Cars,20,Madrid,Spain
"Saveley & Henriot, Co.",29.21,1226.82,03-02-04 0:00,Shipped,Vintage Cars,42,Lyon,France
Diecast Collectables,29.54,974.82,4/26/2004 0:00,Shipped,Vintage Cars,33,Boston,USA
Amica Models & Co.,28.88,577.6,8/17/2004 0:00,Shipped,Vintage Cars,20,Torino,Italy
Handji Gifts& Co,38.17,1106.93,09-01-04 0:00,Shipped,Vintage Cars,29,Singapore,Singapore
Auto Assoc. & Cie.,30.2,694.6,10-11-04 0:00,Shipped,Vintage Cars,23,Versailles,France
Mini Gifts Distributors Ltd.,29.54,1152.06,10/21/2004 0:00,Shipped,Vintage Cars,39,San Rafael,USA
Online Diecast Creations Co.,100,2624,11-04-04 0:00,Shipped,Vintage Cars,20,Nashua,USA
"AV Stores, Co.",81.91,3685.95,11/17/2004 0:00,Shipped,Vintage Cars,45,Manchester,UK
Marseille Mini Autos,35.18,703.6,11/25/2004 0:00,Shipped,Vintage Cars,20,Marseille,France
Lyon Souveniers,100,9720,12-09-04 0:00,Shipped,Vintage Cars,48,Paris,France
Toys4GrownUps.com,36.29,834.67,01-12-05 0:00,Resolved,Vintage Cars,23,Pasadena,USA
Euro Shopping Channel,70.56,2257.92,2/16/2005 0:00,Shipped,Vintage Cars,32,Madrid,Spain
"Anna's Decorations, Ltd",100,8344.71,03-09-05 0:00,Shipped,Vintage Cars,33,North Sydney,Australia
Handji Gifts& Co,29.54,1801.94,4/23/2005 0:00,Shipped,Vintage Cars,61,Singapore,Singapore
Souveniers And Things Co.,26.88,1209.6,5/29/2005 0:00,In Process,Vintage Cars,45,Chatswood,Australia
Land of Toys Inc.,83.03,3155.14,2/24/2003 0:00,Shipped,Motorcycles,38,NYC,USA
"Australian Collectors, Co.",83.79,2848.86,4/29/2003 0:00,Shipped,Motorcycles,34,Melbourne,Australia
Lyon Souveniers,83.03,3570.29,07-01-03 0:00,Shipped,Motorcycles,43,Paris,France
Toys4GrownUps.com,83.03,3902.41,8/25/2003 0:00,Shipped,Motorcycles,47,Pasadena,USA
Baane Mini Imports,67.03,1474.66,10-10-03 0:00,Shipped,Motorcycles,22,Stavern,Norway
Technics Stores Inc.,75.41,2186.89,10/28/2003 0:00,Shipped,Motorcycles,29,Burlingame,USA
Daedalus Designs Imports,68.55,1919.4,11-11-03 0:00,Shipped,Motorcycles,28,Lille,France
Herkku Gifts,91.4,3656,11/18/2003 0:00,Shipped,Motorcycles,40,Bergen,Norway
Mini Wheels Co.,73.88,1847,12-01-03 0:00,Shipped,Motorcycles,25,San Francisco,USA
Osaka Souveniers Co.,61.7,1851,01-12-04 0:00,Shipped,Motorcycles,30,Osaka,Japan
"Australian Collectors, Co.",69.31,2633.78,2/20/2004 0:00,Shipped,Motorcycles,38,Melbourne,Australia
Motor Mint Distributors Inc.,87.6,3153.6,04-03-04 0:00,Shipped,Motorcycles,36,Philadelphia,USA
The Sharp Gifts Warehouse,87.6,2803.2,05-11-04 0:00,Shipped,Motorcycles,32,San Jose,USA
Gift Depot Inc.,62.46,2311.02,6/28/2004 0:00,Shipped,Motorcycles,37,Bridgewater,USA
La Rochelle Gifts,79.98,2399.4,7/23/2004 0:00,Shipped,Motorcycles,30,Nantes,France
Marta's Replicas Co.,70.08,2733.12,8/27/2004 0:00,Shipped,Motorcycles,39,Cambridge,USA
"Clover Collections, Co.",65.51,2096.32,9/16/2004 0:00,Shipped,Motorcycles,32,Dublin,Ireland
Mini Classics,63.22,2971.34,10/15/2004 0:00,Shipped,Motorcycles,47,White Plains,USA
Diecast Classics Inc.,86.83,2257.58,11-02-04 0:00,Shipped,Motorcycles,26,Allentown,USA
Land of Toys Inc.,94.43,3493.91,11/15/2004 0:00,Shipped,Motorcycles,37,NYC,USA
Enaco Distributors,79.98,4398.9,11/24/2004 0:00,Shipped,Motorcycles,55,Barcelona,Spain
Suominen Souveniers,100,3595.62,01-06-05 0:00,Shipped,Motorcycles,21,Espoo,Finland
La Rochelle Gifts,100,2443.29,02-03-05 0:00,Shipped,Motorcycles,23,Nantes,France
Scandinavian Gift Ideas,81.4,3988.6,03-03-05 0:00,Shipped,Motorcycles,49,Boras,Sweden
Auto Canal Petit,87.6,5168.4,04-07-05 0:00,Shipped,Motorcycles,59,Paris,France
L'ordine Souveniers,87.6,2803.2,05-10-05 0:00,Shipped,Motorcycles,32,Reggio Emilia,Italy
Danish Wholesale Imports,100,6341.21,02-11-03 0:00,Shipped,Ships,43,Kobenhavn,Denmark
"Dragon Souveniers, Ltd.",100,5189.78,4/16/2003 0:00,Shipped,Ships,41,Singapore,Singapore
"Stylish Desk Decors, Co.",100,6027.75,06-12-03 0:00,Shipped,Ships,45,London,UK
Mini Gifts Distributors Ltd.,100,3366,08-08-03 0:00,Shipped,Ships,33,San Rafael,USA
Euro Shopping Channel,100,5456.4,9/28/2003 0:00,Shipped,Ships,40,Madrid,Spain
Scandinavian Gift Ideas,100,3812.16,10/23/2003 0:00,Cancelled,Ships,33,Boras,Sweden
CAF Imports,100,6083,11-07-03 0:00,Shipped,Ships,50,Madrid,Spain
Mini Creations Ltd.,100,3170.7,11/14/2003 0:00,Shipped,Ships,30,New Bedford,USA
Enaco Distributors,100,4534.6,11/26/2003 0:00,Shipped,Ships,41,Barcelona,Spain
"Saveley & Henriot, Co.",100,4301.15,01-02-04 0:00,Shipped,Ships,35,Lyon,France
Petit Auto,100,6804.63,2/18/2004 0:00,Shipped,Ships,49,Bruxelles,Belgium
giftsbymail.co.uk,100,5652.94,3/20/2004 0:00,Shipped,Ships,46,Cowes,UK
Land of Toys Inc.,100,6960.48,05-07-04 0:00,Cancelled,Ships,48,NYC,USA
Quebec Home Shopping Network,100,4512.6,6/17/2004 0:00,Shipped,Ships,36,Montreal,Canada
Petit Auto,100,2784.76,7/21/2004 0:00,Shipped,Ships,22,Bruxelles,Belgium
"Royal Canadian Collectables, Ltd.",100,5316.36,8/20/2004 0:00,Shipped,Ships,42,Tsawassen,Canada
Amica Models & Co.,100,2941.89,09-09-04 0:00,Shipped,Ships,21,Torino,Italy
"AV Stores, Co.",100,3207.4,10/14/2004 0:00,Shipped,Ships,29,Manchester,UK
La Rochelle Gifts,100,4215.05,10/29/2004 0:00,Shipped,Ships,35,Nantes,France
"Volvo Model Replicas, Co",100,4333.29,11-09-04 0:00,Shipped,Ships,41,Lule,Sweden
Classic Legends Inc.,71.97,2087.13,11/21/2004 0:00,Shipped,Ships,29,NYC,USA
Euro Shopping Channel,50.33,1711.22,12-02-04 0:00,Shipped,Ships,34,Madrid,Spain
"Tokyo Collectables, Ltd",100,3910.53,1/26/2005 0:00,Shipped,Ships,37,Minato-ku,Japan
Corporate Gift Ideas Co.,80.54,2255.12,2/23/2005 0:00,Shipped,Ships,28,San Francisco,USA
Mini Gifts Distributors Ltd.,100,5720.75,3/23/2005 0:00,Shipped,Ships,49,San Rafael,USA
Gifts4AllAges.com,100,3335.23,05-06-05 0:00,On Hold,Ships,23,Boston,USA
"Blauer See Auto, Co.",53.76,2472.96,01-09-03 0:00,Shipped,Vintage Cars,46,Frankfurt,Germany
"AV Stores, Co.",44.35,1729.65,3/18/2003 0:00,Shipped,Vintage Cars,39,Manchester,UK
Signal Gift Stores,45.25,995.5,5/21/2003 0:00,Shipped,Vintage Cars,22,Las Vegas,USA
Signal Collectibles Ltd.,49.28,2414.72,09-12-03 0:00,Shipped,Vintage Cars,49,Brisbane,USA
Corporate Gift Ideas Co.,36.29,1560.47,10/18/2003 0:00,Shipped,Vintage Cars,43,San Francisco,USA
Rovelli Gifts,41.22,1112.94,11-05-03 0:00,Shipped,Vintage Cars,27,Bergamo,Italy
Mini Gifts Distributors Ltd.,36.74,1138.94,11-12-03 0:00,Shipped,Vintage Cars,31,San Rafael,USA
"Australian Collectables, Ltd",50.62,1012.4,11/21/2003 0:00,Shipped,Vintage Cars,20,Glen Waverly,Australia
Euro Shopping Channel,38.08,913.92,12-03-03 0:00,Shipped,Vintage Cars,24,Madrid,Spain
"Corrida Auto Replicas, Ltd",47.94,2349.06,1/26/2004 0:00,Shipped,Vintage Cars,49,Madrid,Spain
"Saveley & Henriot, Co.",48.38,1161.12,03-02-04 0:00,Shipped,Vintage Cars,24,Lyon,France
Euro Shopping Channel,45.25,1764.75,4/29/2004 0:00,Shipped,Vintage Cars,39,Madrid,Spain
Mini Caravy,45.7,1690.9,06-04-04 0:00,Shipped,Vintage Cars,37,Strasbourg,France
Amica Models & Co.,47.49,2137.05,8/17/2004 0:00,Shipped,Vintage Cars,45,Torino,Italy
Herkku Gifts,48.38,2177.1,09-03-04 0:00,Shipped,Vintage Cars,45,Bergen,Norway
Auto Assoc. & Cie.,39.42,1734.48,10-11-04 0:00,Shipped,Vintage Cars,44,Versailles,France
Mini Gifts Distributors Ltd.,37.63,865.49,10/21/2004 0:00,Shipped,Vintage Cars,23,San Rafael,USA
Online Diecast Creations Co.,100,3500.1,11-04-04 0:00,Shipped,Vintage Cars,30,Nashua,USA
"AV Stores, Co.",85.52,2223.52,11/17/2004 0:00,Shipped,Vintage Cars,26,Manchester,UK
Atelier graphique,53.76,2311.68,11/25/2004 0:00,Shipped,Vintage Cars,43,Nantes,France
Lyon Souveniers,31.86,828.36,12-09-04 0:00,Shipped,Vintage Cars,26,Paris,France
Toys4GrownUps.com,30.59,856.52,01-12-05 0:00,Resolved,Vintage Cars,28,Pasadena,USA
Euro Shopping Channel,68.35,1845.45,2/16/2005 0:00,Shipped,Vintage Cars,27,Madrid,Spain
"Anna's Decorations, Ltd",100,4042.08,03-09-05 0:00,Shipped,Vintage Cars,24,North Sydney,Australia
Mini Gifts Distributors Ltd.,45.7,1828,5/29/2005 0:00,In Process,Vintage Cars,40,San Rafael,USA
Baane Mini Imports,100,3680.28,1/29/2003 0:00,Shipped,Trucks and Buses,36,Stavern,Norway
"La Corne D'abondance, Co.",100,2925.09,04-01-03 0:00,Shipped,Trucks and Buses,21,Paris,France
"Corrida Auto Replicas, Ltd",100,3415.77,5/28/2003 0:00,Shipped,Trucks and Buses,27,Madrid,Spain
Technics Stores Inc.,100,5105.14,7/24/2003 0:00,Shipped,Trucks and Buses,47,Burlingame,USA
"Oulu Toy Supplies, Inc.",100,5098.8,9/21/2003 0:00,Shipped,Trucks and Buses,42,Oulu,Finland
"Dragon Souveniers, Ltd.",100,4661.76,10/22/2003 0:00,Shipped,Trucks and Buses,32,Singapore,Singapore
"Stylish Desk Decors, Co.",100,2969.96,11-06-03 0:00,Shipped,Trucks and Buses,28,London,UK
"Iberia Gift Imports, Corp.",100,3496.32,11/14/2003 0:00,Shipped,Trucks and Buses,24,Sevilla,Spain
"Saveley & Henriot, Co.",100,5760.93,11/25/2003 0:00,Shipped,Trucks and Buses,49,Lyon,France
Diecast Collectables,100,6819.04,12-09-03 0:00,Shipped,Trucks and Buses,46,Boston,USA
Handji Gifts& Co,100,3148.88,02-04-04 0:00,Shipped,Trucks and Buses,28,Singapore,Singapore
Mini Gifts Distributors Ltd.,100,5704.32,03-11-04 0:00,Shipped,Trucks and Buses,48,San Rafael,USA
Euro Shopping Channel,100,3520.6,05-05-04 0:00,Shipped,Trucks and Buses,29,Madrid,Spain
Handji Gifts& Co,100,5285.62,6/15/2004 0:00,Shipped,Trucks and Buses,47,Singapore,Singapore
Mini Gifts Distributors Ltd.,100,5605.05,7/20/2004 0:00,Shipped,Trucks and Buses,43,San Rafael,USA
Diecast Classics Inc.,100,2779.5,8/19/2004 0:00,Shipped,Trucks and Buses,25,Allentown,USA
Scandinavian Gift Ideas,100,5398.08,09-08-04 0:00,Shipped,Trucks and Buses,48,Boras,Sweden
Marta's Replicas Co.,100,3189.6,10/13/2004 0:00,Shipped,Trucks and Buses,24,Cambridge,USA
Canadian Gift Exchange Network,100,5581.8,10/22/2004 0:00,Shipped,Trucks and Buses,42,Vancouver,Canada
Vitachrome Inc.,100,3820.44,11-05-04 0:00,Shipped,Trucks and Buses,31,NYC,USA
"Volvo Model Replicas, Co",100,5528.04,11/19/2004 0:00,On Hold,Trucks and Buses,42,Lule,Sweden
"Corrida Auto Replicas, Ltd",100,5981.42,11-01-04 0:00,Shipped,Trucks and Buses,37,Madrid,Spain
Euro Shopping Channel,100,5684.65,12-10-04 0:00,Shipped,Trucks and Buses,41,Madrid,Spain
Mini Gifts Distributors Ltd.,100,3449.4,1/23/2005 0:00,Shipped,Trucks and Buses,20,San Rafael,USA
Mini Gifts Distributors Ltd.,100,2654.4,2/17/2005 0:00,Shipped,Trucks and Buses,20,San Rafael,USA
Euro Shopping Channel,100,8498,05-03-05 0:00,Shipped,Trucks and Buses,70,Madrid,Spain
La Rochelle Gifts,100,5510.54,5/31/2005 0:00,In Process,Trucks and Buses,49,Nantes,France
Cruz & Sons Co.,58.87,2060.45,03-03-03 0:00,Shipped,Motorcycles,35,Makati City,Philippines
Reims Collectables,76.88,2460.16,05-07-03 0:00,Shipped,Motorcycles,32,Reims,France
Mini Gifts Distributors Ltd.,61.64,1787.56,07-02-03 0:00,Shipped,Motorcycles,29,San Rafael,USA
Toys4GrownUps.com,60.95,1645.65,8/25/2003 0:00,Shipped,Motorcycles,27,Pasadena,USA
Corporate Gift Ideas Co.,80.34,2169.18,10-10-03 0:00,Shipped,Motorcycles,27,San Francisco,USA
"Anna's Decorations, Ltd",74.11,2816.18,11-04-03 0:00,Shipped,Motorcycles,38,North Sydney,Australia
Daedalus Designs Imports,72.03,2521.05,11-11-03 0:00,Shipped,Motorcycles,35,Lille,France
Euro Shopping Channel,76.19,3199.98,11/19/2003 0:00,Shipped,Motorcycles,42,Madrid,Spain
Auto Canal Petit,63.72,1338.12,1/15/2004 0:00,Shipped,Motorcycles,21,Paris,France
Daedalus Designs Imports,80.34,2972.58,2/21/2004 0:00,Shipped,Motorcycles,37,Lille,France
Vitachrome Inc.,79.65,2070.9,04-05-04 0:00,Shipped,Motorcycles,26,NYC,USA
Auto Canal Petit,65.8,3092.6,5/26/2004 0:00,Shipped,Motorcycles,47,Paris,France
Gifts4AllAges.com,65.1,2408.7,6/30/2004 0:00,Shipped,Motorcycles,37,Boston,USA
Online Mini Collectables,75.49,3472.54,08-02-04 0:00,Shipped,Motorcycles,46,Brickhaven,USA
Marta's Replicas Co.,59.56,2263.28,8/27/2004 0:00,Shipped,Motorcycles,38,Cambridge,USA
"Toys of Finland, Co.",66.49,2194.17,9/30/2004 0:00,Shipped,Motorcycles,33,Helsinki,Finland
Baane Mini Imports,56.1,1346.4,10/15/2004 0:00,Shipped,Motorcycles,24,Stavern,Norway
Microscale Inc.,81.73,2533.63,11-03-04 0:00,Shipped,Motorcycles,31,NYC,USA
Cruz & Sons Co.,81.03,3403.26,11/16/2004 0:00,Shipped,Motorcycles,42,Makati City,Philippines
Salzburg Collectables,100,3307.2,11/24/2004 0:00,Shipped,Motorcycles,32,Salzburg,Austria
Euro Shopping Channel,70.65,2896.65,12-07-04 0:00,Shipped,Motorcycles,41,Madrid,Spain
Suominen Souveniers,61.23,2632.89,01-06-05 0:00,Shipped,Motorcycles,43,Espoo,Finland
La Rochelle Gifts,100,2046,02-03-05 0:00,Shipped,Motorcycles,20,Nantes,France
Mini Gifts Distributors Ltd.,65.13,2279.55,03-04-05 0:00,Shipped,Motorcycles,35,San Rafael,USA
"UK Collectables, Ltd.",79.65,2150.55,04-08-05 0:00,Shipped,Motorcycles,27,Liverpool,UK
"AV Stores, Co.",78.15,3360.45,3/18/2003 0:00,Shipped,Classic Cars,43,Manchester,UK
Signal Gift Stores,72.7,2326.4,5/21/2003 0:00,Shipped,Classic Cars,32,Las Vegas,USA
"Anna's Decorations, Ltd",73.6,1545.6,09-11-03 0:00,Shipped,Classic Cars,21,North Sydney,Australia
Heintze Collectables,100,2144.6,10/17/2003 0:00,Shipped,Classic Cars,20,Aaarhus,Denmark
Gift Depot Inc.,74.51,1639.22,11-05-03 0:00,Shipped,Classic Cars,22,Bridgewater,USA
